count	id	first_name	last_name	points	spended_time
186	190	first_name190	last_name	6	4831.0
187	191	first_name191	last_name	5	9742.0
188	192	first_name192	last_name	8	9224.0
189	193	first_name193	last_name	4	5953.0
190	194	first_name194	last_name	5	2064.0
191	195	first_name195	last_name	0	377.0
192	196	first_name196	last_name	0	3191.0
193	197	first_name197	last_name	5	2697.0
194	198	first_name198	last_name	1	6860.0
195	199	first_name199	last_name	6	187.0
196	200	first_name200	last_name	3	6860.0
197	201	first_name201	last_name	2	8516.0
198	202	first_name202	last_name	8	8928.0
199	203	first_name203	last_name	6	105.0
200	204	first_name204	last_name	9	2578.0
201	205	first_name205	last_name	11	5390.0
202	206	first_name206	last_name	3	1035.0
203	207	first_name207	last_name	9	2438.0
204	208	first_name208	last_name	6	8955.0
205	209	first_name209	last_name	5	7469.0
206	210	first_name210	last_name	12	334.0
207	211	first_name211	last_name	6	4948.0
208	212	first_name212	last_name	10	3686.0
209	213	first_name213	last_name	6	1689.0
210	214	first_name214	last_name	12	6657.0
211	215	first_name215	last_name	12	3373.0
212	216	first_name216	last_name	4	7982.0
213	217	first_name217	last_name	12	3394.0
214	218	first_name218	last_name	8	9755.0
215	219	first_name219	last_name	6	361.0
216	220	first_name220	last_name	0	5489.0
217	221	first_name221	last_name	1	6326.0
218	222	first_name222	last_name	4	1249.0
219	223	first_name223	last_name	9	3822.0
220	224	first_name224	last_name	5	3816.0
221	225	first_name225	last_name	7	5944.0
222	226	first_name226	last_name	7	8281.0
223	227	first_name227	last_name	0	998.0
224	228	first_name228	last_name	3	1853.0
225	229	first_name229	last_name	7	7048.0
226	230	first_name230	last_name	1	152.0
227	231	first_name231	last_name	6	7978.0
228	232	first_name232	last_name	12	8983.0
229	233	first_name233	last_name	4	2439.0
230	234	first_name234	last_name	4	3238.0
231	235	first_name235	last_name	10	9136.0
232	236	first_name236	last_name	12	637.0
233	237	first_name237	last_name	3	4665.0
234	238	first_name238	last_name	3	4132.0
235	239	first_name239	last_name	11	1963.0
236	240	first_name240	last_name	8	7907.0
237	241	first_name241	last_name	10	9567.0
238	242	first_name242	last_name	2	4548.0
239	243	first_name243	last_name	5	6970.0
240	244	first_name244	last_name	11	4364.0
241	245	first_name245	last_name	0	5494.0
242	246	first_name246	last_name	12	3041.0
243	247	first_name247	last_name	11	973.0
244	248	first_name248	last_name	12	4601.0
245	249	first_name249	last_name	10	8138.0
246	250	first_name250	last_name	10	6367.0
247	251	first_name251	last_name	0	5766.0
248	252	first_name252	last_name	9	3237.0
249	253	first_name253	last_name	8	5327.0
250	254	first_name254	last_name	8	478.0
251	255	first_name255	last_name	10	9221.0
252	256	first_name256	last_name	2	5069.0
253	257	first_name257	last_name	8	7783.0
254	258	first_name258	last_name	6	3516.0
255	259	first_name259	last_name	8	3220.0
256	260	first_name260	last_name	5	7233.0
257	261	first_name261	last_name	9	2047.0
258	262	first_name262	last_name	12	8793.0
259	263	first_name263	last_name	10	9515.0
260	264	first_name264	last_name	1	3396.0
261	265	first_name265	last_name	6	5629.0
262	266	first_name266	last_name	0	6069.0
263	267	first_name267	last_name	6	165.0
264	268	first_name268	last_name	3	6557.0
265	269	first_name269	last_name	11	3570.0
266	270	first_name270	last_name	6	7878.0
267	271	first_name271	last_name	11	1775.0
268	272	first_name272	last_name	6	1821.0
269	273	first_name273	last_name	11	9188.0
270	274	first_name274	last_name	0	1516.0
271	275	first_name275	last_name	10	6242.0
272	276	first_name276	last_name	11	4553.0
273	277	first_name277	last_name	1	8909.0
274	278	first_name278	last_name	12	9443.0
275	279	first_name279	last_name	6	3219.0
276	280	first_name280	last_name	9	2851.0
277	281	first_name281	last_name	6	3960.0
278	282	first_name282	last_name	10	8767.0
279	283	first_name283	last_name	6	2613.0
280	284	first_name284	last_name	9	8302.0
281	285	first_name285	last_name	10	9041.0
282	286	first_name286	last_name	7	333.0
283	287	first_name287	last_name	6	8963.0
284	288	first_name288	last_name	9	242.0
285	289	first_name289	last_name	12	4949.0
286	290	first_name290	last_name	10	5020.0
287	291	first_name291	last_name	2	3.0
288	292	first_name292	last_name	10	4691.0
289	293	first_name293	last_name	9	3930.0
290	294	first_name294	last_name	2	3130.0
291	295	first_name295	last_name	6	3483.0
292	296	first_name296	last_name	8	8654.0
293	297	first_name297	last_name	10	7922.0
294	298	first_name298	last_name	11	7280.0
295	299	first_name299	last_name	0	7235.0
296	300	first_name300	last_name	5	1225.0
297	301	first_name301	last_name	12	1001.0
298	302	first_name302	last_name	8	4644.0
299	303	first_name303	last_name	10	8185.0
300	304	first_name304	last_name	0	5715.0
301	305	first_name305	last_name	5	1156.0
302	306	first_name306	last_name	8	3771.0
303	307	first_name307	last_name	4	4704.0
304	308	first_name308	last_name	10	2173.0
305	309	first_name309	last_name	7	3961.0
306	310	first_name310	last_name	6	7835.0
307	311	first_name311	last_name	10	7244.0
308	312	first_name312	last_name	10	3973.0
309	313	first_name313	last_name	11	302.0
310	314	first_name314	last_name	12	776.0
311	315	first_name315	last_name	6	4278.0
312	316	first_name316	last_name	3	709.0
313	317	first_name317	last_name	12	3219.0
314	318	first_name318	last_name	11	4388.0
315	319	first_name319	last_name	11	2326.0
316	320	first_name320	last_name	10	7095.0
317	321	first_name321	last_name	3	4480.0
318	322	first_name322	last_name	0	5388.0
319	323	first_name323	last_name	0	1219.0
320	324	first_name324	last_name	2	7254.0
321	325	first_name325	last_name	2	7196.0
322	326	first_name326	last_name	2	8430.0
323	327	first_name327	last_name	6	4199.0
324	328	first_name328	last_name	2	5857.0
325	329	first_name329	last_name	9	9492.0
326	330	first_name330	last_name	6	2502.0
327	331	first_name331	last_name	2	4181.0
328	332	first_name332	last_name	0	9600.0
329	333	first_name333	last_name	8	8032.0
330	334	first_name334	last_name	2	4328.0
331	335	first_name335	last_name	5	4430.0
332	336	first_name336	last_name	7	4056.0
333	337	first_name337	last_name	0	9435.0
334	338	first_name338	last_name	11	1459.0
335	339	first_name339	last_name	11	1833.0
336	340	first_name340	last_name	11	8134.0
337	341	first_name341	last_name	5	5796.0
338	342	first_name342	last_name	0	6198.0
339	343	first_name343	last_name	8	7281.0
340	344	first_name344	last_name	2	5021.0
341	345	first_name345	last_name	3	9117.0
342	346	first_name346	last_name	11	828.0
343	347	first_name347	last_name	9	4927.0
344	348	first_name348	last_name	3	1257.0
345	349	first_name349	last_name	6	4953.0
346	350	first_name350	last_name	0	6870.0
347	351	first_name351	last_name	9	9073.0
348	352	first_name352	last_name	4	6867.0
349	353	first_name353	last_name	10	415.0
350	354	first_name354	last_name	6	7852.0
351	355	first_name355	last_name	4	7864.0
352	356	first_name356	last_name	9	1262.0
353	357	first_name357	last_name	10	5172.0
354	358	first_name358	last_name	8	3479.0
355	359	first_name359	last_name	1	3982.0
356	360	first_name360	last_name	3	4785.0
357	361	first_name361	last_name	7	8438.0
358	362	first_name362	last_name	1	6649.0
359	363	first_name363	last_name	11	5086.0
360	364	first_name364	last_name	4	7312.0
361	365	first_name365	last_name	10	9906.0
362	366	first_name366	last_name	6	9375.0
363	367	first_name367	last_name	8	2204.0
364	368	first_name368	last_name	0	100.0
365	369	first_name369	last_name	11	9972.0
366	370	first_name370	last_name	8	3855.0
367	371	first_name371	last_name	12	7659.0
368	372	first_name372	last_name	5	714.0
369	373	first_name373	last_name	12	1009.0
370	374	first_name374	last_name	8	5671.0
371	375	first_name375	last_name	11	1343.0
372	376	first_name376	last_name	2	2346.0
373	377	first_name377	last_name	2	1241.0
374	378	first_name378	last_name	4	2632.0
375	379	first_name379	last_name	5	6286.0
376	380	first_name380	last_name	10	6216.0
377	381	first_name381	last_name	8	5960.0
378	382	first_name382	last_name	4	6.0
379	383	first_name383	last_name	1	1395.0
380	384	first_name384	last_name	7	776.0
381	385	first_name385	last_name	2	3389.0
382	386	first_name386	last_name	0	9580.0
383	387	first_name387	last_name	7	2661.0
384	388	first_name388	last_name	4	658.0
385	389	first_name389	last_name	5	6.0
386	390	first_name390	last_name	9	9693.0
387	391	first_name391	last_name	9	608.0
388	392	first_name392	last_name	8	4256.0
389	393	first_name393	last_name	5	2155.0
390	394	first_name394	last_name	9	2623.0
391	395	first_name395	last_name	7	2218.0
392	396	first_name396	last_name	0	3670.0
393	397	first_name397	last_name	7	3187.0
394	398	first_name398	last_name	7	2812.0
395	399	first_name399	last_name	1	7312.0
396	400	first_name400	last_name	6	2157.0
397	401	first_name401	last_name	11	52.0
398	402	first_name402	last_name	1	5058.0
399	403	first_name403	last_name	9	95.0
400	404	first_name404	last_name	0	7677.0
401	405	first_name405	last_name	6	7108.0
402	406	first_name406	last_name	3	4009.0
403	407	first_name407	last_name	7	9940.0
404	408	first_name408	last_name	3	4923.0
405	409	first_name409	last_name	2	7360.0
406	410	first_name410	last_name	7	6194.0
407	411	first_name411	last_name	1	1964.0
408	412	first_name412	last_name	9	7942.0
409	413	first_name413	last_name	11	7721.0
410	414	first_name414	last_name	5	2257.0
411	415	first_name415	last_name	3	1031.0
412	416	first_name416	last_name	7	8081.0
413	417	first_name417	last_name	9	5801.0
414	418	first_name418	last_name	2	7645.0
415	419	first_name419	last_name	8	8877.0
416	420	first_name420	last_name	11	9244.0
417	421	first_name421	last_name	4	4279.0
418	422	first_name422	last_name	5	4661.0
419	423	first_name423	last_name	8	9360.0
420	424	first_name424	last_name	5	2234.0
421	425	first_name425	last_name	9	7858.0
422	426	first_name426	last_name	9	925.0
423	427	first_name427	last_name	8	3063.0
424	428	first_name428	last_name	5	4330.0
425	429	first_name429	last_name	0	8491.0
426	430	first_name430	last_name	6	3897.0
427	431	first_name431	last_name	8	1019.0
428	432	first_name432	last_name	7	462.0
429	433	first_name433	last_name	6	3510.0
430	434	first_name434	last_name	1	8515.0
431	435	first_name435	last_name	3	2563.0
432	436	first_name436	last_name	2	1734.0
433	437	first_name437	last_name	8	3310.0
434	438	first_name438	last_name	8	7420.0
435	439	first_name439	last_name	10	2414.0
436	440	first_name440	last_name	10	4203.0
437	441	first_name441	last_name	0	2967.0
438	442	first_name442	last_name	10	3188.0
439	443	first_name443	last_name	0	3611.0
440	444	first_name444	last_name	6	3563.0
441	445	first_name445	last_name	8	1899.0
442	446	first_name446	last_name	9	9098.0
443	447	first_name447	last_name	8	3660.0
444	448	first_name448	last_name	5	2010.0
445	449	first_name449	last_name	11	7603.0
446	450	first_name450	last_name	10	8436.0
447	451	first_name451	last_name	11	5226.0
448	452	first_name452	last_name	12	4481.0
449	453	first_name453	last_name	1	4982.0
450	454	first_name454	last_name	2	7141.0
451	455	first_name455	last_name	9	1675.0
452	456	first_name456	last_name	0	1767.0
453	457	first_name457	last_name	11	9015.0
454	458	first_name458	last_name	0	3766.0
455	459	first_name459	last_name	11	8644.0
456	460	first_name460	last_name	8	2962.0
457	461	first_name461	last_name	12	5288.0
458	462	first_name462	last_name	0	5841.0
459	463	first_name463	last_name	10	1759.0
460	464	first_name464	last_name	7	7651.0
461	465	first_name465	last_name	11	5322.0
462	466	first_name466	last_name	0	3182.0
463	467	first_name467	last_name	9	5269.0
464	468	first_name468	last_name	10	7726.0
465	469	first_name469	last_name	9	6146.0
466	470	first_name470	last_name	3	7318.0
467	471	first_name471	last_name	9	7590.0
468	472	first_name472	last_name	1	8753.0
469	473	first_name473	last_name	10	4068.0
470	474	first_name474	last_name	1	3652.0
471	475	first_name475	last_name	2	2773.0
472	476	first_name476	last_name	10	7400.0
473	477	first_name477	last_name	5	4872.0
474	478	first_name478	last_name	1	4081.0
475	479	first_name479	last_name	9	2225.0
476	480	first_name480	last_name	10	7835.0
477	481	first_name481	last_name	8	9609.0
478	482	first_name482	last_name	5	868.0
479	505	first_name505	last_name	10	2751.0
480	506	first_name506	last_name	1	2795.0
481	507	first_name507	last_name	2	3564.0
482	508	first_name508	last_name	1	425.0
483	509	first_name509	last_name	2	3685.0
484	510	first_name510	last_name	5	755.0
485	511	first_name511	last_name	2	2798.0
486	512	first_name512	last_name	7	2809.0
487	513	first_name513	last_name	4	7562.0
488	514	first_name514	last_name	3	6104.0
489	515	first_name515	last_name	10	1916.0
490	516	first_name516	last_name	3	6657.0
491	517	first_name517	last_name	5	9792.0
492	518	first_name518	last_name	10	9483.0
493	519	first_name519	last_name	9	3073.0
494	520	first_name520	last_name	6	7707.0
495	521	first_name521	last_name	4	8502.0
496	522	first_name522	last_name	1	2868.0
497	523	first_name523	last_name	12	4599.0
498	524	first_name524	last_name	10	3893.0
499	525	first_name525	last_name	2	6280.0
500	526	first_name526	last_name	8	4866.0
501	527	first_name527	last_name	4	9139.0
502	528	first_name528	last_name	0	9346.0
503	529	first_name529	last_name	2	2295.0
504	530	first_name530	last_name	2	6226.0
505	531	first_name531	last_name	3	9197.0
506	532	first_name532	last_name	2	4765.0
507	533	first_name533	last_name	8	7894.0
508	534	first_name534	last_name	4	4967.0
509	535	first_name535	last_name	4	5975.0
510	536	first_name536	last_name	7	989.0
511	537	first_name537	last_name	2	6048.0
512	538	first_name538	last_name	9	8203.0
513	539	first_name539	last_name	0	9394.0
514	540	first_name540	last_name	4	2709.0
515	541	first_name541	last_name	4	6948.0
516	542	first_name542	last_name	7	1688.0
517	543	first_name543	last_name	2	6387.0
518	544	first_name544	last_name	9	6834.0
519	545	first_name545	last_name	1	8489.0
520	546	first_name546	last_name	3	4809.0
521	547	first_name547	last_name	6	2949.0
522	548	first_name548	last_name	8	7994.0
523	549	first_name549	last_name	1	2560.0
524	550	first_name550	last_name	10	5229.0
525	551	first_name551	last_name	4	5428.0
526	552	first_name552	last_name	0	9250.0
527	553	first_name553	last_name	2	6858.0
528	554	first_name554	last_name	9	174.0
529	555	first_name555	last_name	11	7463.0
530	556	first_name556	last_name	12	9447.0
531	557	first_name557	last_name	9	2080.0
532	558	first_name558	last_name	6	8637.0
533	559	first_name559	last_name	6	8010.0
534	560	first_name560	last_name	1	7306.0
535	561	first_name561	last_name	4	2001.0
536	562	first_name562	last_name	5	5628.0
537	563	first_name563	last_name	12	5372.0
538	564	first_name564	last_name	9	8779.0
539	565	first_name565	last_name	12	2926.0
540	566	first_name566	last_name	4	7288.0
541	567	first_name567	last_name	5	9291.0
542	568	first_name568	last_name	5	6391.0
543	569	first_name569	last_name	10	4845.0
544	570	first_name570	last_name	0	4799.0
545	571	first_name571	last_name	5	822.0
546	572	first_name572	last_name	4	9980.0
547	573	first_name573	last_name	1	9301.0
548	574	first_name574	last_name	9	8615.0
549	575	first_name575	last_name	11	4608.0
550	576	first_name576	last_name	3	8238.0
551	577	first_name577	last_name	5	7872.0
552	578	first_name578	last_name	2	5770.0
553	579	first_name579	last_name	12	7500.0
554	580	first_name580	last_name	1	8438.0
555	581	first_name581	last_name	5	5234.0
556	582	first_name582	last_name	4	5712.0
557	583	first_name583	last_name	8	4567.0
558	584	first_name584	last_name	7	1474.0
559	585	first_name585	last_name	6	6125.0
560	586	first_name586	last_name	5	2628.0
561	587	first_name587	last_name	3	5446.0
562	588	first_name588	last_name	12	5178.0
563	589	first_name589	last_name	0	8337.0
564	590	first_name590	last_name	11	5244.0
565	591	first_name591	last_name	3	9502.0
566	592	first_name592	last_name	2	565.0
567	593	first_name593	last_name	4	7358.0
568	594	first_name594	last_name	12	3757.0
569	595	first_name595	last_name	0	3873.0
570	596	first_name596	last_name	5	5414.0
571	597	first_name597	last_name	0	9094.0
572	598	first_name598	last_name	8	9049.0
573	599	first_name599	last_name	2	5157.0
574	600	first_name600	last_name	12	5898.0
575	601	first_name601	last_name	7	5109.0
576	602	first_name602	last_name	8	7653.0
577	603	first_name603	last_name	10	2131.0
578	604	first_name604	last_name	5	1103.0
579	605	first_name605	last_name	9	5538.0
580	606	first_name606	last_name	8	8491.0
581	607	first_name607	last_name	1	1671.0
582	608	first_name608	last_name	5	3546.0
583	609	first_name609	last_name	3	5911.0
584	610	first_name610	last_name	2	895.0
585	611	first_name611	last_name	2	7245.0
586	612	first_name612	last_name	0	2618.0
587	613	first_name613	last_name	8	421.0
588	614	first_name614	last_name	8	2550.0
589	615	first_name615	last_name	1	2189.0
590	616	first_name616	last_name	7	8359.0
591	617	first_name617	last_name	1	4105.0
592	618	first_name618	last_name	11	3245.0
593	619	first_name619	last_name	2	4403.0
594	620	first_name620	last_name	7	5208.0
595	621	first_name621	last_name	12	8965.0
596	622	first_name622	last_name	5	1009.0
597	623	first_name623	last_name	4	1569.0
598	624	first_name624	last_name	4	9589.0
599	625	first_name625	last_name	7	9449.0
600	626	first_name626	last_name	4	9190.0
601	627	first_name627	last_name	5	6221.0
602	628	first_name628	last_name	2	5000.0
603	629	first_name629	last_name	10	4664.0
604	630	first_name630	last_name	5	6141.0
605	631	first_name631	last_name	9	1134.0
606	632	first_name632	last_name	12	7120.0
607	633	first_name633	last_name	3	5520.0
608	634	first_name634	last_name	1	1425.0
609	635	first_name635	last_name	7	810.0
610	636	first_name636	last_name	7	8341.0
611	637	first_name637	last_name	6	1155.0
612	638	first_name638	last_name	12	8295.0
613	639	first_name639	last_name	6	3400.0
614	640	first_name640	last_name	2	1024.0
615	641	first_name641	last_name	8	3331.0
616	642	first_name642	last_name	5	5863.0
617	643	first_name643	last_name	2	7301.0
618	644	first_name644	last_name	5	7988.0
619	645	first_name645	last_name	12	3320.0
620	646	first_name646	last_name	8	5757.0
621	647	first_name647	last_name	5	3075.0
622	648	first_name648	last_name	0	6973.0
623	649	first_name649	last_name	5	224.0
624	650	first_name650	last_name	9	6068.0
625	651	first_name651	last_name	7	590.0
626	652	first_name652	last_name	3	356.0
627	653	first_name653	last_name	7	1986.0
628	654	first_name654	last_name	11	6785.0
629	655	first_name655	last_name	4	978.0
630	656	first_name656	last_name	1	3383.0
631	657	first_name657	last_name	12	8751.0
632	658	first_name658	last_name	4	9931.0
633	659	first_name659	last_name	1	8766.0
634	660	first_name660	last_name	2	3711.0
635	661	first_name661	last_name	0	328.0
636	662	first_name662	last_name	10	8795.0
637	663	first_name663	last_name	11	9866.0
638	664	first_name664	last_name	10	9619.0
639	665	first_name665	last_name	8	7667.0
640	666	first_name666	last_name	0	1735.0
641	667	first_name667	last_name	6	8286.0
642	668	first_name668	last_name	7	2299.0
643	669	first_name669	last_name	7	9840.0
644	670	first_name670	last_name	12	2085.0
645	671	first_name671	last_name	0	7444.0
646	672	first_name672	last_name	11	9067.0
647	673	first_name673	last_name	12	6560.0
648	674	first_name674	last_name	5	8043.0
649	675	first_name675	last_name	11	3134.0
650	676	first_name676	last_name	10	4503.0
651	677	first_name677	last_name	1	158.0
652	678	first_name678	last_name	3	2482.0
653	679	first_name679	last_name	11	9210.0
654	680	first_name680	last_name	0	1989.0
655	681	first_name681	last_name	4	7844.0
656	682	first_name682	last_name	2	9232.0
657	683	first_name683	last_name	7	2626.0
658	684	first_name684	last_name	11	265.0
659	685	first_name685	last_name	6	5588.0
660	686	first_name686	last_name	7	726.0
661	687	first_name687	last_name	3	9167.0
662	688	first_name688	last_name	8	7480.0
663	689	first_name689	last_name	1	7938.0
664	690	first_name690	last_name	3	8442.0
665	691	first_name691	last_name	10	4026.0
666	692	first_name692	last_name	11	3096.0
667	693	first_name693	last_name	8	4649.0
668	694	first_name694	last_name	0	4381.0
669	695	first_name695	last_name	2	8606.0
670	696	first_name696	last_name	2	9714.0
671	697	first_name697	last_name	0	2061.0
672	698	first_name698	last_name	2	5785.0
673	699	first_name699	last_name	12	4782.0
674	700	first_name700	last_name	12	166.0
675	701	first_name701	last_name	12	4579.0
676	702	first_name702	last_name	12	3034.0
677	703	first_name703	last_name	10	6446.0
678	704	first_name704	last_name	5	1393.0
679	705	first_name705	last_name	0	1592.0
680	706	first_name706	last_name	10	2963.0
681	707	first_name707	last_name	0	7929.0
682	708	first_name708	last_name	2	3860.0
683	709	first_name709	last_name	2	8481.0
684	710	first_name710	last_name	1	6354.0
685	711	first_name711	last_name	2	8936.0
686	712	first_name712	last_name	1	36.0
687	713	first_name713	last_name	9	2611.0
688	714	first_name714	last_name	4	7092.0
689	715	first_name715	last_name	12	7204.0
690	716	first_name716	last_name	1	1748.0
691	717	first_name717	last_name	4	1849.0
692	718	first_name718	last_name	8	9709.0
693	719	first_name719	last_name	0	599.0
694	720	first_name720	last_name	3	6155.0
695	721	first_name721	last_name	11	5915.0
696	722	first_name722	last_name	8	4532.0
697	723	first_name723	last_name	1	2112.0
698	724	first_name724	last_name	12	501.0
699	725	first_name725	last_name	2	5273.0
700	726	first_name726	last_name	7	2627.0
701	727	first_name727	last_name	10	5487.0
